order_id,customer_id,customer_name,email,city,product,quantity,unit_price,order_date,payment_method,status
ORD001548,C0022,Ahmed Salem,ahmed.salem88@gmail.com,  Aswan,Speaker,4,351.02,2026-07-02,Credit Card,Cancelled
ORD002081,C0262,sara ali,sara.ali60@gmail.com,  Damanhur,Power Bank,2,1951.51,2026-02-07,Mobile Wallet,Cancelled
ORD004666,C0144,Mona Farouk,mona.farouk8@gmail.com,GIZA,Smart Watch,2,591.41,2026-01-25,Mobile Wallet,Cancelled
ORD003986,C0079,Salma Mostafa,salma.mostafa93@gmail.com,  Fayoum,Smart Watch,4,4393.28,2026-07-01,Credit Card,Returned
ORD009845,C0210,Mariam Salem,mariam.salem54@gmail.com,  Mansoura,Screen Protector,6,462.25,2026-08-05,Credit Card,Returned
ORD005457,C0496,dina kamal,dina.kamal10@gmail.com,fayoum,Smart Watch,N/A,202.67,2026-02-11,Cash,Delivered
ORD006450,C0328,Hassan  Kamal ,hassan.kamal91@gmail.com,hurghada,Smartphone,10,3163.19,2026-01-01,Credit Card,Returned
ORD006838,C0305,rana ibrahim,rana.ibrahim61@yahoo.com,  Port Said,Mouse,1,2650.47,2026-05-24,Credit Card,Cancelled
ORD008370,C0149,Nour  Sayed ,nour.sayed81@gmail.com,Luxor,Keyboard,7,729.07,2026-04-06,Cash,Delivered
ORD003821,C0035,Khaled Hassan,khaled.hassan31@yahoo.com,FAYOUM,Mouse,N/A,294.91,2026-06-28,Cash,Pending
ORD002647,C0428,Nour Rizk,nour.rizk41@gmail.com,sharm el sheikh,Screen Protector,3,4772.77,2026-08-12,Mobile Wallet,Delivered
ORD006662,C0172,Hassan Rizk,hassan.rizk37@gmail.com,  Damanhur,Charger,6,361.4,2026-01-23,Credit Card,Returned
ORD007449,C0124,nour kamal,nour.kamal73@gmail.com, Port Said ,Headphones,1,3079.19,2026-03-18,Credit Card,Pending
ORD005314,C0143,mahmoud saeed,mahmoud.saeed57@yahoo.com,  Suez,Power Bank,9,3049.9,2026-07-03,Cash,Delivered
ORD006811,C0316,Hassan Kamal,hassan.kamal94@gmail.com,Ismailia,Power Bank,2,1757.39,2026-02-16,Cash,Returned
ORD009072,C0077,Yasmin Ahmed,yasmin.ahmed91@gmail.com,zagazig,Tablet,3,3503.29,2026-03-20,Credit Card,Delivered
ORD004351,C0054,Amr Mostafa,amr.mostafa2@gmail.com,DAMANHUR,Tablet,4,2320.95,2026-05-16,Credit Card,Delivered
ORD006324,C0287,Yasmin Mostafa,yasmin.mostafa57@gmail.com,hurghada,Case,N/A,3650.73,2026-07-11,Cash,Cancelled
ORD002156,C0156, Youssef Ibrahim,youssef.ibrahim61@gmail.com,ismailia,Mouse,10,2968.97,2026-05-03,Mobile Wallet,Delivered
ORD006985,C0431,dina nasser,dina.nasser7@gmail.com, Port Said ,Screen Protector,6,2094.69,2026-04-23,Cash,Cancelled
ORD003716,C0310,sara osman,sara.osman5@yahoo.com,Alexandria,Power Bank,9,790.58,2026-01-21,Mobile Wallet,Delivered
ORD004058,C0342,Hassan  Ali ,hassan.ali79@gmail.com,  Fayoum,Laptop,6,1011.49,2026-07-19,Credit Card,Pending
ORD009582,C0116,youssef salem,youssef.salem51@gmail.com,Luxor,Smart Watch,1,913.82,2026-08-23,Credit Card,Pending
ORD009950,C0298, Ahmed Ahmed,,ZAGAZIG,Speaker,8,4528.83,2026-01-24,Mobile Wallet,Cancelled
ORD003103,C0070, Nour Ahmed,nour.ahmed90@yahoo.com,  Cairo,Laptop,3,1684.44,2026-05-27,Cash,Pending
ORD000559,C0250,Ahmed  Mohamed ,ahmed.mohamed28@gmail.com,ASWAN,Laptop,2,2402.91,2026-03-31,Credit Card,Returned
ORD004795,C0133,Khaled Hassan,khaled.hassan98@gmail.com,  Tanta,Monitor,6,2134.47,2026-07-21,Cash,Delivered
ORD009678,C0301,Salma Nasser,salma.nasser81@gmail.com,Aswan,Smart Watch,1,1964.22,2026-03-24,Cash,Cancelled
ORD001437,C0130,Nour Ahmed,nour.ahmed48@gmail.com,ZAGAZIG,Keyboard,8,117.13,2026-04-01,Credit Card,Cancelled
ORD000508,C0194,Hassan Ibrahim,hassan.ibrahim88@gmail.com,alexandria,Speaker,7,267.34,2026-02-13,Credit Card,Pending
ORD001870,C0374,dina ali,dina.ali89@yahoo.com,  Fayoum,Charger,5,1676.7,2026-04-29,Mobile Wallet,Cancelled
ORD000756,C0310,sara osman,sara.osman5@yahoo.com,Alexandria,Charger,6,806.05,2026-06-09,Mobile Wallet,Delivered
ORD009702,C0252,ali ali,ali.ali69@gmail.com,  Fayoum,Smartphone,6,293.65,2026-04-08,Mobile Wallet,Cancelled
ORD004051,C0070, Nour Ahmed,nour.ahmed90@yahoo.com,  Cairo,Speaker,3,88.15,2026-04-15,Cash,Pending
ORD008382,C0485,Sara  Mostafa ,sara.mostafa32@gmail.com, Fayoum ,Laptop,8,610.25,2026-01-28,Mobile Wallet,Cancelled
ORD003837,C0074,Khaled Ibrahim,, Aswan ,Case,4,1047.88,2026-04-15,Mobile Wallet,Returned
ORD004387,C0112, Ahmed Mohamed,ahmed.mohamed3@gmail.com,Aswan,Monitor,9,2560.23,2026-01-23,Mobile Wallet,Pending
ORD002119,C0111, Mohamed Mostafa,mohamed.mostafa84@yahoo.com,Alexandria,Screen Protector,3,4308.77,2026-02-22,Credit Card,Returned
ORD006408,C0112, Ahmed Mohamed,ahmed.mohamed3@gmail.com,Aswan,Screen Protector,3,2370.43,2026-01-05,Cash,Pending
ORD007261,C0263,Amr Salem,amr.salem83@gmail.com,sharm el sheikh,Monitor,4,4634.34,2026-07-27,Cash,Pending
ORD000502,C0354, Yasmin Kamal,yasmin.kamal64@gmail.com,  Ismailia,Speaker,3,2344.72,2026-06-15,Credit Card,Delivered
ORD006521,C0221,Ali Ahmed,ali.ahmed17@gmail.com,ZAGAZIG,Monitor,4,1665.6,2026-03-19,Mobile Wallet,Delivered
ORD005181,C0302,omar ahmed,omar.ahmed1@gmail.com,Aswan,Power Bank,10,2653.56,2026-03-21,Cash,Pending
ORD001540,C0186, Dina Ali,dina.ali68@gmail.com, Tanta ,Smart Watch,5,3923.01,2026-07-27,Mobile Wallet,Delivered
ORD006396,C0044,yasmin rizk,yasmin.rizk8@yahoo.com,Cairo,Camera,7,4652.09,2026-01-15,Credit Card,Pending
ORD001212,C0116,youssef salem,youssef.salem51@gmail.com,Luxor,Monitor,7,1902.83,2026-04-04,Credit Card,Pending
ORD009306,C0467,Rana Farouk,rana.farouk23@gmail.com,Sharm El Sheikh,Speaker,9,1708.19,2026-08-15,Cash,Returned
ORD000673,C0152,Mona Abdel,mona.abdel60@gmail.com,suez,Mouse,5,3505.37,2026-06-06,Mobile Wallet,Pending
ORD003378,C0246,sara ahmed,sara.ahmed85@gmail.com,ismailia,Smart Watch,7,1262.47,2026-01-13,Cash,Cancelled
ORD008960,C0034,Ahmed Hassan,ahmed.hassan30@yahoo.com,  Cairo,Headphones,5,3832.53,2026-04-08,Credit Card,Delivered
ORD001465,C0414,Amr  Salem ,amr.salem93@yahoo.com,ASWAN,Case,9,2328.09,2026-01-14,Cash,Delivered
ORD009105,C0071, Heba Mohamed,heba.mohamed59@gmail.com,  Luxor,Screen Protector,4,4589.01,2026-01-14,Credit Card,Returned
ORD001193,C0471,Mahmoud  Osman ,mahmoud.osman7@yahoo.com,  Luxor,Cable,6,3552.14,2026-03-05,Mobile Wallet,Returned
ORD007266,C0328,Hassan  Kamal ,hassan.kamal91@gmail.com,hurghada,Laptop,7,1978.07,2026-05-19,Credit Card,Cancelled
ORD001873,C0407,Dina Osman,dina.osman61@gmail.com,LUXOR,Headphones,3,120.89,2026-06-12,Cash,Pending
ORD003591,C0154,Dina  Osman ,dina.osman78@yahoo.com,giza,Cable,3,253.82,2026-02-13,Credit Card,Pending
ORD008411,C0308,Omar  Ibrahim ,omar.ibrahim70@gmail.com,TANTA,Case,1,2407.12,2026-04-24,Mobile Wallet,Delivered
ORD000506,C0368,Mona Abdel,mona.abdel48@gmail.com,  Giza,Cable,2,501.4,2026-06-30,Credit Card,Cancelled
ORD000244,C0337,sara abdel,sara.abdel88@gmail.com,mansoura,Camera,10,4419.34,2026-05-10,Credit Card,Returned
ORD000507,C0044,yasmin rizk,yasmin.rizk8@yahoo.com,Cairo,Speaker,7,3648.03,2026-05-11,Mobile Wallet,Pending
ORD009111,C0449, Youssef Rizk,youssef.rizk64@gmail.com, Sharm El Sheikh ,Camera,10,256.25,2026-02-18,Credit Card,Pending
ORD006974,C0108,mohamed ahmed,mohamed.ahmed42@yahoo.com,sharm el sheikh,Headphones,2,,2026-04-06,Mobile Wallet,Returned
ORD006105,C0335,Omar Farouk,omar.farouk9@gmail.com,fayoum,Speaker,3,1668.75,2026-06-24,Credit Card,Delivered
ORD006158,C0439,Yasmin Kamal,yasmin.kamal93@gmail.com,LUXOR,Screen Protector,9,1460.98,2026-07-30,Cash,Cancelled
ORD001774,C0404, Amr Ahmed,amr.ahmed52@gmail.com,  Hurghada,Monitor,5,2862.74,2026-06-02,Cash,Pending
ORD005894,C0181,Sara  Rizk ,sara.rizk87@gmail.com, Port Said ,Screen Protector,5,,2026-07-09,Mobile Wallet,Cancelled
ORD008091,C0037, Youssef Abdel,youssef.abdel61@gmail.com,  Tanta,Tablet,7,3315.58,2026-04-25,Credit Card,Delivered
ORD008347,C0081, Rana Ali,rana.ali54@gmail.com, Port Said ,Smart Watch,1,3014.61,2026-07-11,Credit Card,Pending
ORD000798,C0131,Mariam Saeed,mariam.saeed43@gmail.com, Ismailia ,Screen Protector,10,326.83,2026-05-17,Credit Card,Delivered
ORD007411,C0138,Heba Hassan,heba.hassan74@yahoo.com,fayoum,Smartphone,10,2749.47,2026-02-27,Mobile Wallet,Cancelled
ORD007998,C0310,sara osman,sara.osman5@yahoo.com,Alexandria,Tablet,N/A,541.84,2026-03-08,Cash,Returned
ORD002830,C0145, Yasmin Salem,yasmin.salem34@gmail.com,Tanta,Laptop,8,2731.19,2026-01-26,Credit Card,Cancelled
ORD009507,C0153,Hassan Nasser,hassan.nasser64@gmail.com,Alexandria,Tablet,7,4031.42,2026-03-23,Mobile Wallet,Returned
ORD008913,C0106,ahmed sayed,ahmed.sayed76@gmail.com, Cairo ,Smartphone,2,481.4,2026-04-08,Mobile Wallet,Cancelled
ORD000313,C0085,Ali Salem,ali.salem37@gmail.com,SHARM EL SHEIKH,Headphones,2,2596.98,2026-03-13,Cash,Pending
ORD000747,C0459, Mahmoud Ali,mahmoud.ali25@gmail.com,ASWAN,Screen Protector,8,4698.46,2026-04-05,Cash,Delivered
ORD003570,C0426,Nour Osman,nour.osman52@gmail.com,  Zagazig,Cable,8,246.8,2026-04-15,Credit Card,Delivered
ORD000791,C0330,ali sayed,ali.sayed12@gmail.com,Sharm El Sheikh,Screen Protector,1,4820.75,2026-05-05,Cash,Delivered
ORD002477,C0067, Mariam Mohamed,mariam.mohamed86@yahoo.com,damanhur,Speaker,N/A,2065.88,2026-07-11,Cash,Cancelled
ORD009513,C0200,Mariam Nasser,mariam.nasser35@gmail.com,ASWAN,Smart Watch,3,596.69,2026-01-02,Cash,Pending
ORD002571,C0196,Salma  Kamal ,salma.kamal29@gmail.com,ASWAN,Cable,10,1692.79,2026-04-27,Mobile Wallet,Delivered
ORD005509,C0367,Youssef Mostafa,,DAMANHUR,Power Bank,7,2799.45,2026-06-04,Cash,Delivered
ORD005696,C0491, Youssef Kamal,youssef.kamal42@gmail.com,Suez,Power Bank,2,3323.38,2026-05-18,Cash,Pending
ORD004356,C0353, Nour Rizk,nour.rizk42@gmail.com,Sharm El Sheikh,Case,N/A,2527.36,2026-07-12,Cash,Returned
ORD002164,C0351,Nour Abdel,nour.abdel35@gmail.com, Mansoura ,Tablet,10,,2026-07-19,Cash,Returned
ORD006848,C0344,Youssef Ibrahim,youssef.ibrahim11@yahoo.com, Damanhur ,Smartphone,6,2155.51,2026-01-31,Cash,Returned
ORD006599,C0396,Mahmoud  Abdel ,mahmoud.abdel25@gmail.com,SHARM EL SHEIKH,Charger,5,155.12,2026-05-01,Cash,Returned
ORD000381,C0196,Salma  Kamal ,salma.kamal29@gmail.com,ASWAN,Camera,5,2345.57,2026-02-07,Cash,Cancelled
ORD000107,C0196,Salma  Kamal ,salma.kamal29@gmail.com,ASWAN,Case,6,2424.44,2026-07-20,Credit Card,Cancelled
ORD001293,C0384,mariam sayed,mariam.sayed84@yahoo.com,fayoum,Speaker,5,2377.41,2026-07-04,Credit Card,Returned
ORD001913,C0402,Amr  Kamal ,amr.kamal43@gmail.com, Damanhur ,Laptop,6,2318.11,2026-06-12,Credit Card,Pending
ORD000600,C0372,salma kamal,salma.kamal19@gmail.com,aswan,Charger,3,1093.74,2026-07-07,Credit Card,Delivered
ORD003893,C0066,Omar  Ibrahim ,omar.ibrahim47@gmail.com,Alexandria,Charger,N/A,2647.75,2026-06-08,Mobile Wallet,Pending
ORD004142,C0237,omar salem,omar.salem29@gmail.com,  Sharm El Sheikh,Speaker,1,1470.03,2026-03-30,Credit Card,Returned
ORD001653,C0074,Khaled Ibrahim,khaled.ibrahim34@yahoo.com, Aswan ,Tablet,8,4379.34,2026-03-24,Cash,Delivered
ORD008056,C0329,Heba Mohamed,heba.mohamed18@gmail.com,ISMAILIA,Camera,8,2857.51,2026-07-02,Cash,Cancelled
ORD001894,C0106,ahmed sayed,ahmed.sayed76@gmail.com, Cairo ,Monitor,3,3377.58,2026-07-14,Credit Card,Delivered
ORD001945,C0272,Amr Nasser,amr.nasser79@yahoo.com,PORT SAID,Mouse,3,3676.15,2026-03-05,Mobile Wallet,Pending
ORD003396,C0178,Mahmoud  Farouk ,mahmoud.farouk13@gmail.com,ismailia,Camera,1,1469.98,2026-08-10,Credit Card,Delivered
ORD005706,C0436,Hassan  Mohamed ,hassan.mohamed83@yahoo.com,ISMAILIA,Cable,3,4586.99,2026-06-13,Mobile Wallet,Returned
ORD004363,C0091,Amr Ibrahim,amr.ibrahim32@gmail.com,Mansoura,Monitor,7,1063.73,2026-02-25,Cash,Cancelled
ORD009966,C0113,Omar Abdel,omar.abdel73@gmail.com,  Ismailia,Charger,1,4892.52,2026-01-03,Mobile Wallet,Pending
ORD000376,C0031, Rana Kamal,rana.kamal92@gmail.com,PORT SAID,Headphones,5,2408.87,2026-06-11,Cash,Returned
ORD001967,C0013,Amr  Saeed ,amr.saeed82@gmail.com, Luxor ,Monitor,2,1641.5,2026-05-04,Mobile Wallet,Returned
ORD003958,C0491, Youssef Kamal,youssef.kamal42@gmail.com,Suez,Speaker,7,4377.68,2026-06-15,Mobile Wallet,Cancelled
ORD008397,C0332, Ali Osman,ali.osman47@gmail.com,Mansoura,Speaker,8,1764.66,2026-01-07,Mobile Wallet,Delivered
ORD004424,C0460,mariam ahmed,mariam.ahmed11@gmail.com,suez,Headphones,8,242.71,2026-03-21,Mobile Wallet,Pending
ORD007775,C0422,dina nasser,dina.nasser30@yahoo.com,  Sharm El Sheikh,Laptop,6,1268.17,2026-04-09,Credit Card,Delivered
ORD004683,C0302,omar ahmed,omar.ahmed1@gmail.com,Aswan,Camera,2,2036.33,2026-03-24,Mobile Wallet,Pending
ORD005378,C0326,Tarek  Mostafa ,tarek.mostafa32@gmail.com, Cairo ,Case,10,238.18,2026-06-04,Credit Card,Returned
ORD007039,C0442,Nour Osman,nour.osman91@yahoo.com,Aswan,Smart Watch,1,4071.86,2026-07-04,Mobile Wallet,Returned
ORD001472,C0243,Sara Osman,sara.osman28@gmail.com, Ismailia ,Laptop,9,2246.89,2026-01-15,Cash,Cancelled
ORD003347,C0151,Omar Hassan,omar.hassan22@gmail.com,DAMANHUR,Screen Protector,3,959.15,2026-02-06,Cash,Returned
ORD009200,C0347,heba mohamed,heba.mohamed39@gmail.com,ALEXANDRIA,Case,6,3784.89,2026-04-27,Credit Card,Pending
ORD002854,C0141, Mohamed Ali,mohamed.ali73@gmail.com,Giza,Laptop,8,899.8,2026-07-31,Cash,Cancelled
ORD004507,C0130,Nour Ahmed,nour.ahmed48@gmail.com,ZAGAZIG,Laptop,6,382.8,2026-08-13,Cash,Returned
ORD009170,C0476, Sara Ahmed,sara.ahmed49@gmail.com,  Mansoura,Laptop,5,3631.14,2026-04-09,Credit Card,Cancelled
ORD009972,C0408,Nour Salem,nour.salem11@gmail.com,ZAGAZIG,Cable,1,,2026-03-11,Mobile Wallet,Delivered
ORD006727,C0299,Dina  Hassan ,dina.hassan31@gmail.com,alexandria,Screen Protector,7,3571.95,2026-05-17,Credit Card,Cancelled
ORD004063,C0125,khaled ibrahim,khaled.ibrahim42@yahoo.com,LUXOR,Smart Watch,2,3085.66,2026-08-12,Cash,Delivered
ORD009831,C0459, Mahmoud Ali,mahmoud.ali25@gmail.com,ASWAN,Keyboard,10,3902.48,2026-08-03,Cash,Returned
ORD004307,C0224,mahmoud ahmed,mahmoud.ahmed83@gmail.com,ALEXANDRIA,Cable,8,4708.07,2026-03-21,Credit Card,Delivered
ORD007506,C0164,Yasmin Ahmed,yasmin.ahmed17@gmail.com,ismailia,Power Bank,3,4088.26,2026-02-08,Mobile Wallet,Pending
ORD007539,C0185,Ahmed  Ibrahim ,ahmed.ibrahim8@yahoo.com,PORT SAID,Mouse,10,1698.62,2026-06-16,Credit Card,Pending
ORD008431,C0017, Omar Ahmed,omar.ahmed32@gmail.com, Zagazig ,Speaker,10,1907.72,2026-04-14,Mobile Wallet,Delivered
ORD003991,C0127,Rana Ibrahim,rana.ibrahim25@yahoo.com,SUEZ,Charger,10,179.36,2026-07-20,Cash,Returned
ORD001050,C0141, Mohamed Ali,mohamed.ali73@gmail.com,Giza,Power Bank,9,1494.85,2026-08-23,Cash,Pending
ORD006434,C0337,sara abdel,sara.abdel88@gmail.com,mansoura,Smart Watch,10,3348.73,2026-01-07,Cash,Cancelled
ORD007517,C0189,Amr Ahmed,amr.ahmed60@gmail.com,  Zagazig,Keyboard,N/A,,2026-06-23,Cash,Returned
ORD008179,C0434, Mona Rizk,mona.rizk60@gmail.com,damanhur,Headphones,5,4537.79,2026-07-28,Credit Card,Delivered
ORD002036,C0135,Salma Ahmed,salma.ahmed25@yahoo.com,port said,Monitor,7,1720.71,2026-03-11,Mobile Wallet,Returned
ORD004040,C0267,Sara Salem,sara.salem79@gmail.com,  Port Said,Speaker,6,2158.3,2026-06-04,Credit Card,Pending
ORD009840,C0174,Khaled Nasser,khaled.nasser49@gmail.com,sharm el sheikh,Laptop,6,232.19,2026-05-11,Cash,Cancelled
ORD009542,C0446,mariam mostafa,mariam.mostafa6@gmail.com, Luxor ,Headphones,4,1379.43,2026-01-12,Cash,Cancelled
ORD001973,C0467,Rana Farouk,rana.farouk23@gmail.com,Sharm El Sheikh,Headphones,2,2313.31,2026-02-17,Cash,Cancelled
ORD005013,C0326,Tarek  Mostafa ,tarek.mostafa32@gmail.com, Cairo ,Smart Watch,4,1781.72,2026-03-11,Mobile Wallet,Delivered
ORD002100,C0482, Rana Sayed,rana.sayed74@gmail.com, Port Said ,Cable,4,504.7,2026-04-03,Credit Card,Cancelled
ORD001500,C0401, Khaled Sayed,khaled.sayed1@yahoo.com,Aswan,Speaker,5,549.52,2026-05-08,Cash,Delivered
ORD006490,C0296,Omar Ali,omar.ali37@gmail.com,Fayoum,Screen Protector,7,2409.29,2026-03-08,Mobile Wallet,Cancelled
ORD000653,C0304,Mariam Hassan,mariam.hassan70@gmail.com,  Fayoum,Camera,6,2124.38,2026-07-11,Mobile Wallet,Cancelled
ORD000171,C0308,Omar  Ibrahim ,omar.ibrahim70@gmail.com,TANTA,Case,1,1157.66,2026-06-05,Credit Card,Cancelled
ORD004086,C0162,rana abdel,rana.abdel7@yahoo.com,port said,Monitor,5,4236.93,2026-05-30,Cash,Returned
ORD000243,C0355,Heba  Sayed ,heba.sayed64@yahoo.com,Suez,Camera,3,3665.95,2026-02-02,Cash,Returned
ORD005946,C0126,Mariam  Kamal ,mariam.kamal44@yahoo.com,Hurghada,Tablet,5,4208.53,2026-06-18,Credit Card,Returned
ORD004372,C0383, Mariam Kamal,mariam.kamal38@yahoo.com,Giza,Tablet,10,612.39,2026-06-14,Cash,Returned
ORD009777,C0089, Heba Saeed,heba.saeed19@gmail.com,Cairo,Screen Protector,7,1749.39,2026-05-10,Cash,Pending
ORD002757,C0175, Yasmin Osman,yasmin.osman74@gmail.com,SUEZ,Camera,5,4895.54,2026-07-25,Mobile Wallet,Delivered
ORD007164,C0349,Salma  Ali ,salma.ali92@gmail.com,  Sharm El Sheikh,Speaker,5,740.85,2026-05-06,Cash,Returned
ORD008369,C0321,sara salem,sara.salem47@gmail.com,Tanta,Keyboard,8,,2026-01-29,Cash,Delivered
ORD002077,C0108,mohamed ahmed,mohamed.ahmed42@yahoo.com,sharm el sheikh,Keyboard,4,4555.22,2026-08-20,Credit Card,Returned
ORD004104,C0359,mariam kamal,mariam.kamal47@yahoo.com,alexandria,Monitor,2,2594.91,2026-04-05,Credit Card,Cancelled
ORD009753,C0012, Sara Farouk,sara.farouk69@gmail.com,Tanta,Monitor,9,647.31,2026-07-09,Credit Card,Pending
ORD006518,C0276,Omar  Sayed ,omar.sayed40@gmail.com,Suez,Power Bank,9,4444.69,2026-08-23,Cash,Delivered
ORD005047,C0489,Mona Mostafa,mona.mostafa89@yahoo.com,Sharm El Sheikh,Charger,10,3716.82,2026-04-29,Mobile Wallet,Returned
ORD005099,C0214,Mohamed  Saeed ,mohamed.saeed25@gmail.com, Ismailia ,Keyboard,8,2367.11,2026-07-18,Cash,Returned
ORD007931,C0238,Rana Mostafa,rana.mostafa98@yahoo.com, Luxor ,Mouse,5,1643.66,2026-07-30,Credit Card,Cancelled
ORD006096,C0343,Ali Farouk,ali.farouk20@yahoo.com, Sharm El Sheikh ,Laptop,7,1800.53,2026-05-09,Mobile Wallet,Cancelled
ORD005010,C0051,Nour Farouk,, Suez ,Cable,4,654.74,2026-08-03,Cash,Cancelled
ORD009561,C0274,Khaled  Hassan ,khaled.hassan13@gmail.com,  Port Said,Tablet,7,866.89,2026-06-15,Credit Card,Returned
ORD005707,C0334,Mariam Nasser,mariam.nasser48@gmail.com,Damanhur,Mouse,5,3213.78,2026-08-29,Mobile Wallet,Cancelled
ORD009975,C0319,ali osman,ali.osman45@gmail.com,Port Said,Camera,3,4540.63,2026-03-02,Mobile Wallet,Returned
ORD004657,C0423, Omar Ahmed,omar.ahmed93@gmail.com,  Cairo,Laptop,9,911.83,2026-08-06,Credit Card,Pending
ORD008490,C0075,Mohamed Hassan,mohamed.hassan56@gmail.com,Sharm El Sheikh,Keyboard,1,,2026-04-11,Mobile Wallet,Pending
ORD004079,C0263,Amr Salem,amr.salem83@gmail.com,sharm el sheikh,Smart Watch,4,2420.61,2026-04-13,Mobile Wallet,Pending
ORD000641,C0069, Dina Ibrahim,dina.ibrahim95@gmail.com,SUEZ,Smartphone,10,1911.85,2026-02-10,Cash,Returned
ORD001271,C0472,Sara Mostafa,sara.mostafa99@gmail.com,Suez,Power Bank,7,3449.49,2026-07-03,Cash,Returned
ORD002779,C0191,Dina  Osman ,dina.osman59@gmail.com,Luxor,Power Bank,9,4085.66,2026-03-06,Mobile Wallet,Returned
ORD001986,C0146,Nour Ali,nour.ali10@yahoo.com,SUEZ,Speaker,5,1459.29,2026-05-26,Credit Card,Delivered
ORD003862,C0476, Sara Ahmed,sara.ahmed49@gmail.com,  Mansoura,Speaker,4,538.35,2026-04-24,Cash,Delivered
ORD003481,C0171,sara ahmed,sara.ahmed44@gmail.com,  Fayoum,Smart Watch,7,3441.99,2026-04-14,Cash,Returned
ORD001535,C0414,Amr  Salem ,amr.salem93@yahoo.com,ASWAN,Smartphone,9,1971.15,2026-07-04,Mobile Wallet,Cancelled
ORD000326,C0450,hassan kamal,hassan.kamal93@gmail.com,FAYOUM,Case,9,2541.48,2026-01-31,Cash,Returned
ORD002339,C0097,Nour  Ahmed ,nour.ahmed41@gmail.com,Giza,Laptop,10,1809.34,2026-06-20,Credit Card,Cancelled
ORD003981,C0214,Mohamed  Saeed ,mohamed.saeed25@gmail.com, Ismailia ,Smart Watch,2,1369.68,2026-07-20,Credit Card,Pending
ORD007321,C0005,ali osman,ali.osman44@yahoo.com,LUXOR,Headphones,2,254.37,2026-01-16,Mobile Wallet,Pending
ORD004055,C0184,Fatma Kamal,fatma.kamal57@yahoo.com, Hurghada ,Camera,10,2997.7,2026-01-09,Cash,Cancelled
ORD002238,C0121, Amr Osman,amr.osman56@yahoo.com,zagazig,Laptop,4,3033.04,2026-01-20,Cash,Delivered
ORD006034,C0066,Omar  Ibrahim ,omar.ibrahim47@gmail.com,Alexandria,Monitor,3,2533.44,2026-03-28,Cash,Delivered
ORD009863,C0108,mohamed ahmed,mohamed.ahmed42@yahoo.com,sharm el sheikh,Charger,2,1375.98,2026-02-14,Cash,Delivered
ORD006074,C0063,Omar  Salem ,omar.salem21@gmail.com,Damanhur,Keyboard,10,3938.13,2026-01-04,Credit Card,Delivered
ORD000865,C0274,Khaled  Hassan ,khaled.hassan13@gmail.com,  Port Said,Laptop,1,2004.92,2026-01-04,Cash,Returned
ORD005921,C0425,salma ibrahim,salma.ibrahim77@gmail.com,alexandria,Cable,4,1438.72,2026-05-18,Mobile Wallet,Delivered
ORD005738,C0490,Ali  Saeed ,ali.saeed38@gmail.com,FAYOUM,Smartphone,2,4858.78,2026-01-22,Mobile Wallet,Delivered
ORD005419,C0017, Omar Ahmed,omar.ahmed32@gmail.com, Zagazig ,Screen Protector,4,2546.8,2026-01-17,Cash,Delivered
ORD000372,C0417,Heba  Ibrahim ,heba.ibrahim53@yahoo.com,MANSOURA,Smartphone,5,4030.23,2026-05-23,Credit Card,Returned
ORD006559,C0498,Rana  Ibrahim ,rana.ibrahim90@gmail.com, Zagazig ,Screen Protector,3,2114.42,2026-04-21,Cash,Cancelled
ORD005782,C0189,Amr Ahmed,amr.ahmed60@gmail.com,  Zagazig,Mouse,4,4284.64,2026-07-06,Mobile Wallet,Returned
ORD005959,C0106,ahmed sayed,ahmed.sayed76@gmail.com, Cairo ,Smartphone,2,4117.01,2026-03-08,Cash,Delivered
ORD006877,C0283, Omar Ali,omar.ali89@gmail.com,tanta,Smart Watch,1,4747.37,2026-05-22,Mobile Wallet,Pending
ORD008363,C0368,Mona Abdel,mona.abdel48@gmail.com,  Giza,Case,6,878.96,2026-04-19,Credit Card,Pending
ORD009271,C0103, Salma Sayed,salma.sayed63@yahoo.com,Ismailia,Power Bank,3,1716.49,2026-04-08,Mobile Wallet,Returned
ORD002365,C0001,Fatma  Ibrahim ,fatma.ibrahim32@yahoo.com, Giza ,Smartphone,7,2974.15,2026-07-11,Credit Card,Pending
ORD003214,C0199,mona mostafa,mona.mostafa23@yahoo.com,  Zagazig,Smart Watch,2,2811.89,2026-07-16,Mobile Wallet,Pending
ORD000912,C0431,dina nasser,dina.nasser7@gmail.com, Port Said ,Keyboard,5,3153.6,2026-04-01,Cash,Delivered
ORD009230,C0288,Tarek Nasser,tarek.nasser54@gmail.com,Luxor,Screen Protector,8,1400.72,2026-01-31,Cash,Pending
ORD007385,C0339,Dina Nasser,, Hurghada ,Case,5,558.73,2026-07-23,Cash,Returned
ORD006801,C0372,salma kamal,salma.kamal19@gmail.com,aswan,Charger,1,2655.36,2026-01-13,Mobile Wallet,Returned
ORD008598,C0268,Amr Farouk,amr.farouk95@gmail.com,ISMAILIA,Mouse,4,2979.58,2026-05-25,Mobile Wallet,Returned
ORD009706,C0470,rana mostafa,rana.mostafa97@gmail.com,Giza,Mouse,1,156.6,2026-05-27,Mobile Wallet,Returned
ORD006192,C0140,Fatma Rizk,fatma.rizk52@gmail.com, Damanhur ,Smart Watch,10,4475.96,2026-03-07,Cash,Pending
